/ && GET,/cart && GET,/cart/checkout && POST,/product/{id} && GET,/setCurrency && POST,avg,unknown
2322.142857142857,2316.6037735849054,2298.7012987012986,2291.353383458647,198.8775510204082,2277.557755775578,
2322.142857142857,2316.6037735849054,2298.7012987012986,2291.353383458647,198.8775510204082,2277.557755775578,
2327.272727272727,2319.6374622356498,2301.8771331058024,2302.6315789473683,212.0,2283.6787564766837,
2327.272727272727,2319.6374622356498,2301.8771331058024,2302.6315789473683,212.0,2283.6787564766837,
2331.422018348624,2323.960432256825,2305.5401662049862,2309.4202898550725,220.8695652173913,2288.1036931818176,
2331.422018348624,2323.988518063942,2305.5401662049862,2309.4202898550725,220.8695652173913,2288.1036931818176,
2334.350393700787,2324.8429877505637,2305.6338028169016,2313.5802469135806,218.41176470588238,2290.3274711946633,
2334.350393700787,2324.8544022143406,2305.6338028169016,2313.5802469135806,218.41176470588238,2290.3274711946633,
2336.1809045226137,2323.6587598490732,2296.7640918580373,2314.0,220.45918367346945,2289.064976228209,
2333.1441122278056,2321.8386943251985,2292.9791962421714,2314.0,219.61829081632655,2285.8435525620707,
2344.2382092772386,2305.1801084756066,2273.8365421853387,2296.236559139785,214.2436054421769,2275.132204915195,
2347.6532410396935,2289.6666851232926,2256.148171760815,2280.2616367980886,209.9092270408164,2264.0829200925828,
2347.516167432303,2285.684279218049,2251.02352208311,2274.2336439665473,208.6881326530613,2260.7081078274764,
2342.9919909594855,2264.7434424523135,2225.8704068345687,2253.2390203106334,201.97448469387763,2242.628849333095,
2341.5402372867884,2247.815535259091,2210.969051750459,2237.538494623656,198.39462585034022,2230.4829270514883,
2333.6961367888016,2224.064229815469,2181.4885340385244,2211.455952380952,193.10946094609466,2209.9696807610426,
2317.8797577006508,2206.67030811671,2168.36491650619,2204.0925575396823,188.16785643564367,2192.1605609504745,
2304.0651931391294,2181.505971969814,2144.401397783811,2180.0813447192777,181.2375375816993,2169.123171995996,
2290.298503129862,2171.6067004710458,2134.729319657765,2174.3869537691403,175.20827647058832,2154.801595947246,
2289.657264413191,2142.445696157196,2107.2399344150945,2148.059406654888,168.47488867924545,2136.1086501128266,
2278.4379638863584,2134.618407407832,2097.418800692314,2136.514219081272,166.0974609538785,2124.3144537148646,
2275.43787373459,2127.5230083816714,2090.1452115940974,2128.796098939929,163.99094444444452,2117.9314394296925,
2262.6203889257213,2100.338868727851,2057.266010680197,2097.932528464861,160.59406131479165,2092.412517415276,
2259.3494019434033,2093.3106561640548,2049.786141238923,2090.086364350216,158.58402802359896,2085.8942960483155,
2243.084490613387,2052.8225706798694,2023.401974907661,2050.930588928151,150.8619985632184,2052.824977754378,
2233.8879298214924,2042.8330477754582,2011.1383056778495,2038.0297400302882,147.3173153735632,2038.91169053762,
2224.1010889465633,2014.7668415449766,1959.6618655761085,2009.7798485613325,137.95216379310327,2014.4494701573683,
2223.23210978146,2004.3228891535516,1949.2986362464712,1999.5601575382805,136.82821384099606,2008.3634391136025,
2216.988919543798,1978.2694737360666,1920.546126098634,1987.9611741755004,128.00484099616835,1987.559426476635,
2208.7151520517923,1965.496733390588,1912.6009579661825,1976.9471011647693,125.51744952107279,1976.6090785506772,
2178.0410486548362,1913.62218383352,1846.8335966546358,1926.2824667022787,113.3248937687688,1923.1321688804287,
2168.237207208922,1900.6430575964944,1834.1226908722062,1917.2403689102566,110.4367002798253,1910.315670892332,
2151.485584271315,1829.3230856470473,1745.3766252885846,1856.124305433187,98.37514313870413,1857.1702766039052,
2116.823581256628,1803.9146700555202,1728.7942259927645,1830.4651702905387,95.72390249540041,1819.5444005925933,
2109.601636074812,1789.8465202508685,1714.4366155925036,1815.5052421070504,95.05982493196483,1806.4954433288017,
2086.495389118681,1687.8567198850392,1638.8216971595778,1710.7426288242013,90.91061256950809,1740.111278154209,
2088.016882405086,1688.0007581593027,1665.7884671773254,1715.0493523423847,90.40179994180659,1747.0326419791388,
2046.8022394715606,1496.4955392753172,1516.0999462526052,1525.0645945136398,85.98493388943456,1625.3776125609015,
