/ && GET,/cart && GET,/cart/checkout && POST,/setCurrency && POST,^/product/[0-9][[:alnum:]]*$ && GET,avg,
3770.123702792025,828.0588591009875,874.1119603158761,6.427411011485281,828.1466005056982,980.0276226876125,
2396.453511091264,764.2687013855789,837.7028914519915,9.954273719736182,761.6196172074906,890.0914984433091,
2397.9459568433904,763.850199762784,837.2798354721272,9.925988169642483,762.5366140502915,889.4853607502371,
2399.2685011382855,763.4871471213486,836.913009429911,9.899971440581972,763.3270676292376,888.9606890367648,
2400.46569741027,763.1646410938095,836.5872896634621,9.87560738581146,764.0253441802249,888.495512181222,
2401.570130978175,762.8721577320217,836.2920041324574,9.852411386975323,764.655471356419,888.0743682243484,
2402.624245108329,762.5973958142984,836.0147071639101,9.82959744793654,765.2447133734029,887.6793710727544,
2403.559980281534,762.3570064750709,835.7721772074788,9.808768920125036,765.7581054025251,887.3342871981529,
1848.4547161643482,686.4894815494698,845.2322939035479,31.394665795973655,685.5739788146575,840.0120362297228,
1844.446674924578,686.0926844002579,845.0436860573236,31.47159906555375,686.1297604612446,839.6245324005263,
1840.809592712054,685.7371410415828,844.8748201830547,31.54024955377588,686.6260346724525,839.2777833773462,
1837.2781116090696,685.3959685095649,844.7128977986586,31.60587413969926,687.1007250518601,838.9454640898673,
1833.8699141034026,685.0704229524694,844.5584997352262,31.668264876671447,687.5522870968331,838.62874394132,
1833.5521063748838,684.7824152360884,844.421992497759,33.095238095238074,696.7213114754098,838.6579596066142,
1473.3907235216657,651.8845979083101,857.6538907885838,44.44444444444449,602.4707330815312,816.8498844423798,
1152.34624128335,534.0510772410652,847.1832873239739,44.44444444444449,495.03443394352644,752.7258728619871,
941.752672887955,511.17213114754145,846.6906319842744,44.44444444444449,493.64602587800414,706.067251461988,
872.9405530397919,510.226874562018,846.6789407446753,44.44444444444449,493.2926829268297,706.067251461988,
856.0175126377045,509.03451137244224,846.7082818319313,44.44444444444449,493.2926829268297,706.067251461988,
833.8938432083836,507.8363283467791,846.7741935483872,44.44444444444449,493.2926829268297,706.067251461988,
824.1666666666665,506.58493456983115,846.7741935483872,44.44444444444449,493.2926829268297,706.067251461988,
883.5784313725492,452.9220779220776,887.7868761197931,45.53571428571428,452.24358974359,738.7323943661972,
883.5784313725492,452.9220779220776,887.7628217845322,45.53571428571428,452.24358974359,738.7323943661972,
883.5784313725492,452.9220779220776,887.8224850883994,45.53571428571428,452.24358974359,738.7323943661972,
883.5784313725492,452.9220779220776,887.8834355828221,45.53571428571428,452.24358974359,738.7323943661972,
951.6501036442296,594.7620898754004,931.3948952951416,42.517071428571406,593.5002381654456,820.0906333242975,
959.9528356418759,612.1897107364531,935.6521930059037,42.15385714285712,611.6971735616614,827.9734583958934,
1156.3136918791492,735.428844975946,977.4033634772356,32.60825925925927,769.1339711295444,895.6588203949495,
1220.7314886381182,745.5865664511332,980.2719437848704,32.05400925925926,777.7984888415967,901.1562107085754,
1279.2812531046127,754.875804627515,982.9518653039592,31.510759259259224,785.8418279233038,906.294104363483,
1337.8672234885341,764.2254369295229,985.7055782685957,30.925009259259248,794.0554702727621,911.5755355060335,
974.8373591981489,700.4659946687541,990.4593248478141,30.648370370370362,742.5671156522158,879.556735921597,
978.1830244766727,706.4106176150555,993.319567483614,30.044592592592604,747.6483821689328,882.8955667261941,
981.081722259269,711.369811925966,995.7389687380844,29.510388888888922,751.9195902847405,885.7229434616675,
992.8606340673731,743.9007684358457,1466.7438100355184,13.67933289932862,774.067851223032,926.3684240562586,
995.9524035741864,748.2083423009365,1477.1045133341154,13.254490535866015,778.1477985444171,928.4768992057963,
998.9016645726766,752.1715594338167,1486.7129425646867,12.845562977494177,781.9240487644005,930.4456475567241,
1017.4313370362007,758.1607614256425,1496.7889071617446,12.400404487731128,786.583856267375,933.9775012248398,
986.2209806434114,695.053401294052,1247.7624359408064,12.780134632060268,724.1288330374806,902.2453275810593,
988.1888466615686,697.5690334014917,1249.4263242695222,12.406974575744432,725.9762871154235,903.0255935197514,
1068.7520298773009,738.1387971782384,1338.2473375386403,4.571037341244981,770.1460379470827,911.669918817324,
1083.7516595663967,739.4303372640421,1338.1688171946853,4.567458804013969,771.0663751307827,912.5019196352764,
1095.519936498121,740.6955769370484,1338.0914376243982,4.5639492323663875,771.9714048940307,913.3175896854589,
1106.3782310741426,741.9381254274454,1338.0150005399794,4.569523809523811,772.8635300991107,914.1866433637248,
981.6561826299735,705.6846822029468,1315.8791847047733,4.943859649122807,762.9318403607338,898.3072548751956,
944.7591876317956,650.317841181755,1202.4539877300608,4.943859649122807,712.8314649132265,857.9528363309182,
909.4444444444446,623.4693877551024,1202.4539877300608,4.943859649122807,681.3084112149536,844.8566637814737,
857.4074074074069,515.3594771241843,1122.049689440992,6.5,548.0519480519473,790.9226190476193,
857.4074074074069,515.3594771241843,1122.049689440992,6.5,548.0519480519473,790.9226190476193,
857.4074074074069,515.3594771241843,1122.049689440992,6.5,548.0519480519473,790.9226190476193,
857.4074074074069,515.3594771241843,1122.049689440992,6.5,548.0519480519473,790.9226190476193,
829.0540540540544,445.2205882352948,948.8233549319664,9.538461538461558,467.64705882352905,705.1020408163266,
829.0540540540544,445.2205882352948,943.2870370370371,9.538461538461558,467.64705882352905,705.1020408163266,
788.1147540983617,381.0810810810809,807.183908045977,13.357142857142895,420.7446808510642,591.5525114155249,
788.1147540983617,381.0810810810809,807.183908045977,13.357142857142895,420.7446808510642,591.5525114155249,
788.1147540983617,381.0810810810809,807.183908045977,13.357142857142895,420.7446808510642,591.5525114155249,
788.1147540983617,381.0810810810809,807.183908045977,13.357142857142895,420.7446808510642,591.5525114155249,
614.814814814815,376.7499999999999,809.2814371257485,15.931818181818208,425.7575757575752,542.5126903553305,
614.814814814815,376.7499999999999,809.2814371257485,15.931818181818208,425.7575757575752,542.5126903553305,
614.814814814815,376.7499999999999,809.2814371257485,15.931818181818208,425.7575757575752,542.5126903553305,
521.0144927536242,357.3170731707319,827.8409090909087,16.714285714285737,365.7407407407423,535.3092783505153,
521.0144927536242,357.3170731707319,827.8409090909087,16.714285714285737,365.7407407407423,535.3092783505153,
521.0144927536242,357.3170731707319,827.8409090909087,16.714285714285737,365.7407407407423,535.3092783505153,
521.0144927536242,357.3170731707319,827.8409090909087,16.714285714285737,365.7407407407423,535.3092783505153,
523.8805970149278,301.6666666666669,787.5796178343953,11.312499999999982,299.2187500000001,489.1083521444698,
523.8805970149278,301.6666666666669,787.5796178343953,11.312499999999982,299.2187500000001,489.1083521444698,
579.7671232876727,395.3333648274124,773.2570459843187,7.989047525914336,399.8583358186708,521.9965588205539,
569.4873972602752,392.54717241102776,770.9235905092214,7.883345481614731,398.85654763306,517.9676735417587,
