/ && GET,/cart && GET,/cart/checkout && POST,/product/{id} && GET,/setCurrency && POST,avg,
2490.2542061697086,831.6239748700675,864.341440270475,828.9965734630448,4.509984801442866,1421.4935023189942,
2493.1141122191216,832.1480239957822,864.4753510537054,831.0233312632864,4.504576480967081,1426.9433661707546,
2386.6620298251564,805.580207755554,844.2989008918278,807.3852110676678,4.502727371363066,1010.4182851400983,
2388.244143238918,806.0041898684526,844.4075876743095,808.9251923450084,4.498739230879715,1014.0988470342846,
2298.04678172027,768.4728632992803,850.130358485836,770.8179604486428,4.32570750636447,980.6530205139086,
2298.827637376321,768.8244566567087,850.456554840611,772.0832197072995,4.322752744765931,981.0049434852541,
2254.6220070532304,731.6546521241831,914.0630363461723,735.1233768502168,4.408190540367093,999.1081506037181,
2255.036528408146,731.969859723523,914.3197041850432,736.2252692966472,4.405787300420316,999.4346133193449,
2255.40516188057,732.2475516703335,914.545812772629,737.1960657195357,4.403543715263943,999.7228822299242,
2176.7404877171857,729.2829088890528,891.2588448549618,719.5388152635189,4.487816911453654,972.7839716610388,
2176.7668781023012,729.5065224129822,891.4281120497673,720.3728151879869,4.486053240223963,973.0538656771384,
2210.571147902103,745.3577630658975,881.2791129423346,723.5291287438353,4.514852952866562,980.5326939761517,
2210.7279574270824,745.537099582057,881.4011911994779,724.2245407031991,4.513339491469704,980.7753180295417,
2254.747906925927,798.5355014864971,929.6334864237756,784.9357190056048,4.5765519829253805,1223.2244185078684,
2255.432081576734,798.6891676716212,929.7336098449499,785.5595240925192,4.5752404293743005,1224.97376956528,
2212.110098705346,768.78393610781,903.8337766325881,763.1705215280755,5.878908940625405,1085.2221587433173,
2212.60749903443,768.9257455643498,903.9169790278042,763.7311390946606,5.860317445399597,1087.6350834570958,
2213.0761773833165,769.0585351461423,903.9948937384851,764.2561132936352,5.14705882352941,1089.7444640849644,
2163.0086727518396,745.6175726663778,879.2859095236743,734.898356550456,17.554792081056494,989.2889995188361,
2163.359686488135,745.7401787841994,879.3539476602878,735.3882558502467,17.54717594231655,989.3477973499009,
2140.907892405249,737.5602924956223,866.5896184159681,741.8601595029261,25.678495863268832,982.2303324873723,
2141.1854179199713,737.6660687753655,866.6448252355358,742.2543534950794,25.68334584709215,982.2286696953586,
2107.068362235894,721.1284186136091,849.8463191011964,730.4203592081092,31.138541805471583,969.8737399869856,
2113.0401487547533,737.6634668360123,851.2527670748291,745.2711707360755,36.9918082754143,972.0232691816132,
2087.3394316895633,753.9487513704107,851.8326529658013,759.8430301156138,38.02368300901657,965.1129407346161,
2069.6929174195457,780.7800186647473,876.9277122049336,793.1234457040193,38.65396288152303,971.9486767556596,
2067.8871742809033,787.1191054320191,882.6798844270896,805.4468236971131,39.67610356012285,974.7271943683697,
2066.6861532313496,793.7723123716642,886.663570451655,812.3304215616047,41.02530902189089,976.3707982071701,
2076.8311341877106,795.0044877362932,884.2789443651795,808.7539721583332,40.074194547241305,979.6979285202443,
2056.030591278372,797.4345113599882,882.3612877545127,812.2728489372726,40.24567960723115,974.7071908862233,
2034.8943910578455,796.3611728802136,877.79723149255,810.0866699368551,41.68553374710733,966.2280714538206,
2012.7571379676965,781.0241943272213,875.0794575391667,767.5800369497564,42.51349812566734,953.914831033689,
1904.0877509457368,748.515282664328,857.3886371874763,752.6223576467621,42.38046538812399,944.1968020454535,
1832.7521830283476,726.2097476985514,837.7384267812695,729.8055924122752,43.1950911870088,918.6159994791083,
1756.291275021359,726.1680058960435,839.6474099984441,735.8305998306954,43.50411749427687,918.2141991177842,
