frontend,adservice,cartservice,checkoutservice,currencyservice,emailservice,paymentservice,productcatalogservice,recommendationservice,shippingservice
127.61702517723091,33.512193977817944,67.0444473398219,3.5135049801262856,641.9449681576435,12.185605211302827,21.25012691301084,39.60624547020654,14.459535950087245,9.192658159280878
125.02331505280912,32.831086447759624,65.68182458936944,3.4420959073438406,628.8979694447384,11.937942898497228,20.818235719473144,38.801281401158974,14.165657882203293,9.005825011392005
124.1109320698478,32.591494939772375,65.2024981611758,3.4169765147709055,624.3084590394357,11.850823340456778,20.666310424597533,38.51812118538196,14.06228112252679,8.940103177952773
123.77366993248006,32.50292999984257,65.02531526902591,3.407691137701475,622.6119476865607,11.818619618006926,20.610151278025477,38.413451083709845,14.024067929631096,8.915809118954105
126.60295815961553,33.24590027167929,66.5117005321985,3.4855860601261885,636.843962093376,12.088776278663914,21.081269718661584,39.2915273738778,14.344637969377821,9.119611703053007
148.24788944098677,38.92985297885516,77.88300818846623,4.081506343849881,745.7232805299049,14.155558411018678,24.685471713761856,46.00908296902807,16.79709806680999,10.678764597225559
126.1782305775149,33.13436693120752,66.28856709077586,3.473892616615535,634.7074780796747,12.048220854098565,21.01054627866163,39.15971216465094,14.29651458040328,9.089017231291525
124.53863007023894,32.703808311229885,65.42719213147285,3.4287517387449586,626.4598849864117,11.891662397590355,20.73752848328626,38.6508582709478,14.110741072160058,8.970911618343415
126.51333880967677,33.22236625625194,66.46461841459504,3.483118693159373,636.3931547605547,12.080218909330704,21.066346768080223,39.26371379675025,14.334483726944548,9.11315613768232
129.83605434051222,34.09491039562381,68.21022897183009,3.574598474551552,653.1072296473249,12.397490837837067,21.619628170996698,40.29492641716021,14.710961117820137,9.352501851885298
123.22291777911772,32.358302643331584,64.73597398644927,3.3925280320659494,619.8415291388634,11.766030644859901,20.5184428783013,38.242523850850276,13.961665436311172,8.876136698528095
124.83370100563266,32.78129385369883,65.58220959690932,3.4368755231660155,627.9441642349093,11.919837462187296,20.78666216914635,38.742434233340724,14.144173827642534,8.992166511552583
127.10495181179769,33.37772365985339,66.77542621403376,3.4994067646480524,639.3691134093378,12.136709510578518,21.164859104980394,39.44732229062343,14.401515923164654,9.155771894345907
129.89017085686464,34.10912137719847,68.2386594412425,3.5760883905674388,653.3794490108338,12.40265819307643,21.628639373373357,40.31172160595003,14.717092742598293,9.356400035806356
128.3425955975646,33.70272856077833,67.42563055397251,3.5334811179631798,645.594765508196,12.254886834839393,21.370945146275602,39.83142796551818,14.54174607497117,9.244923292677855
124.64667446026566,32.73218073686637,65.48395396562036,3.431726377135929,627.0033747944447,11.90197909538466,20.755519476236596,38.68439010282629,14.122982947721933,8.978694397656474
124.10904001194145,32.59099808591227,65.20150415605391,3.416924423328816,624.2989415236437,11.85064267592043,20.66599536890194,38.5175339807376,14.062066744552702,8.939966887034483
123.94750556818758,32.54857918760571,65.1166409687732,3.4124771164604497,623.486383612911,11.835218441129827,20.639097488890826,38.4674013842261,14.043764225015105,8.928331049885665
124.44765925036702,32.679919400188155,65.37940001021087,3.426247163605221,626.0022794280243,11.882975982159747,20.72238049292232,38.62262526193141,14.100433702602428,8.964358702316805
124.5582826955161,32.708969084955385,65.43751676800667,3.4292928075928493,626.5587425165119,11.893538942923241,20.740800936791057,38.65695750966442,14.112967795759937,8.97232725913158
130.87761532457912,34.36842400941713,68.75741991638085,3.603274348319508,658.3465371129432,12.496945052019768,21.793063518422517,40.61817733097719,14.828974278465498,9.42752878551954
130.5275001450351,34.27648386432158,68.57348459360387,3.593635106022194,656.5853718023449,12.46351404741452,21.734764149751683,40.509518257279076,14.789304782814291,9.4023088812203
118.95047083060724,31.236359307796402,62.49141575408342,3.2749005947387615,598.3500720506902,11.358072915642492,19.807017112351446,36.91655983965241,13.477579553874774,8.568378824946766
124.84330207328242,32.783815091292524,65.58725358123316,3.4371398562278075,627.9924599623653,11.92075422717084,20.788260889268326,38.745413947384236,14.145261668255085,8.992858106837346
126.66758939360376,33.262872415070284,66.5456549779914,3.487365463479103,637.169073068083,12.094947639425586,21.0920317774299,39.31158583014431,14.35196095508489,9.124267295358509
128.0526489856672,33.626588664180495,67.27330518574111,3.5254984145311132,644.1362628649678,12.227201070028388,21.322664736257728,39.74144234903702,14.508893926501838,9.224037520705712
123.01270789327327,32.30310158798108,64.62553883406865,3.386740610836215,618.784121804008,11.745958599794943,20.483439815454783,38.17728471580966,13.937847788178328,8.860994615255226
126.93520859598138,33.333149140372505,66.68625049411484,3.4947334568877046,638.5152633597786,12.120501455169281,21.136594342706633,39.39464208229553,14.382283315854064,9.143544753369305
129.47664780517812,34.00053034317952,68.021412373901,3.564703426065407,651.2993265359627,12.363172641312259,21.55978165382073,40.183383749226444,14.670238873189042,9.32661266182661
128.3870955606743,33.71441423824705,67.44900890360249,3.534706274573626,645.8186112479145,12.259135946442013,21.378355049949445,39.8452386342741,14.546788104555144,9.248128765837883
124.36785213525508,32.65896207479425,65.3374728150029,3.424049943477218,625.6008300454037,11.875355541262802,20.709091424928964,38.59785693508002,14.091391226894887,8.958609943270874
125.22323405822547,32.88358512087993,65.78685335972551,3.4476000038401877,629.9036111245055,11.957032311299766,20.851525198142003,38.86332673712949,14.188309531087201,9.020225809982819
131.13971320916755,34.43725083826152,68.89511477172451,3.6104903308383225,659.6649538206092,12.521971660686413,21.836706702420894,40.699520029099276,14.858671051128745,9.44640852553813
