/ && GET,/cart && GET,/cart/checkout && POST,^/product/[0-9][[:alnum:]]*$ && GET,,avg,
2570.6332493201544,896.6489856494204,974.5731460048468,21.816610507752173,918.2470727652317,1820.5926172190464,
2621.030724339169,896.6745718255457,974.8916106324323,21.92726514050566,920.0448368061633,1821.4604239982777,
2658.242666733983,896.6939793518302,975.13210385836,22.00978619137578,921.4392469136662,1822.1202435948417,
2688.32214613929,896.7099988980231,975.3299245521898,22.077004456250002,922.6108542774252,1822.6659046323375,
2712.4328613281264,896.7230600743801,975.4907539118065,22.131219754311957,923.5802389823976,1823.1114858068026,
2731.6477484183156,896.7336128407178,975.6203957001942,22.174641790809023,924.3729181543138,1823.4719455450281,
2748.3974358974338,896.7429177397362,975.7344854673995,22.21264994547439,925.0790002872739,1823.7901171676012,
2315.130526719128,783.7146364051166,869.6381975110398,28.141359860253644,803.165980986914,1264.531071267061,
2315.4322170969867,782.9418701613766,869.2204101991746,28.205713048216502,802.7821384463255,1261.4493426998474,
2315.7050587992317,782.2440581512994,868.8441123661864,28.263128162659157,802.5102710620972,1258.6679217780152,
2315.9438852407657,781.6340668708015,868.5159206927564,28.312785437883687,802.0360676377784,1256.2376317113262,
2316.154966746416,781.0955788448075,868.2267780820171,28.356215557814064,801.6133005586257,1254.093060915101,
2322.1434048106617,780.6154411614089,867.9694229615627,28.39462248381342,792.2222222222225,1253.4268233270423,
2321.0621192165927,740.2412198560307,849.1925927727759,35.511209007598914,695.0434078162009,1145.0913805358637,
2251.0842107829167,662.0409771822538,793.7795310361071,39.50000000000003,582.2641918565974,942.1570588251413,
2214.4502198417404,553.44522417154,749.7380079073978,39.50000000000003,577.4193548387101,934.4714886960411,
2185.3909494133914,553.22037037037,726.9005847953217,39.50000000000003,577.4193548387101,934.3822843822846,
2150.2623621068096,553.0701754385973,726.9005847953217,39.50000000000003,577.4193548387101,934.3822843822846,
2127.4193548387093,553.0701754385973,726.9005847953217,39.50000000000003,577.4193548387101,934.3822843822846,
2127.4193548387093,553.0701754385973,726.9005847953217,39.50000000000003,577.4193548387101,934.3822843822846,
2697.5308641975294,854.7872340425537,937.8502898550728,45.195312500000014,829.0816326530614,1503.808353808356,
2697.5308641975294,854.7872340425537,938.0434782608697,45.195312500000014,829.0816326530614,1503.808353808356,
2697.5308641975294,854.7872340425537,938.0434782608697,45.195312500000014,829.0816326530614,1503.808353808356,
2697.5308641975294,854.7872340425537,938.0434782608697,45.195312500000014,829.0816326530614,1503.808353808356,
2697.5308641975294,854.7872340425537,938.0434782608697,45.195312500000014,829.0816326530614,1503.808353808356,
2697.5308641975294,854.7872340425537,938.0434782608697,45.195312500000014,829.0816326530614,1503.808353808356,
2346.249999999999,889.2857142857142,974.4318181818182,74.29757070707075,876.0504201680674,1310.1837816157904,
2346.249999999999,889.2857142857142,974.4318181818182,74.29165909090909,876.0504201680674,1310.0192788836423,
2346.249999999999,889.2857142857142,974.4318181818182,74.28571717171718,876.0504201680674,1309.8538870634252,
2346.249999999999,889.2857142857142,974.4318181818182,74.2796893939394,876.0504201680674,1309.6860584086362,
2346.249999999999,889.2857142857142,974.4318181818182,74.27395202020206,876.0504201680674,1309.5262713674476,
2346.249999999999,889.2857142857142,974.4318181818182,74.26794949494952,876.0504201680674,1309.3590538763285,
2346.249999999999,889.2857142857142,974.4318181818182,74.26200000000003,876.0504201680674,1309.1932673343156,
